Row ID,Old URL,New URL,Proposed retained path,Action,Redirect code,Canonical target,Priority,Reason,Link-equity evidence,Content-equivalence evidence,QA status,Owner,Approval status
URL-093,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 10; 5 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-094,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 10; 2 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-095,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 10; 2 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-096,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 10; 2 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-097,https://temporary123.com/equipment-rental/shower-trailer/,,/equipment-rental/shower-trailer/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 178 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-098,https://temporary123.com/equipment-rental/stair-rental/,,/equipment-rental/stair-rental/,Escalate for manual review,,,C,Review commercial relevance and equivalent content,1 referring domains; Top DR 56; 107 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-099,https://temporary123.com/equipment-rental/waste-container/,,/equipment-rental/waste-container/,Escalate for manual review,,,C,Review commercial relevance and equivalent content,1 referring domains; Top DR 56; 105 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-100,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,,/equipment-rental/wastewater-and-freshwater-container/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 56; 107 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-101,https://temporary123.com/government/correctional-facilities/,,/government/correctional-facilities/,Escalate for manual review,,,C,Review commercial relevance and equivalent content,1 referring domains; Top DR 0; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-102,https://temporary123.com/mobile-kitchen-trailer-rental/,,/mobile-kitchen-trailer-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 68; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-103,https://temporary123.com/portable-dishwashing-trailer-rental/,,/portable-dishwashing-trailer-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 68; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-104,https://temporary123.com/remote-containerized-military-berthing-solution-for-rent/,,/remote-containerized-military-berthing-solution-for-rent/,Escalate for manual review,,,C,Review commercial relevance and equivalent content,1 referring domains; Top DR 0; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-105,https://temporary123.com/remote-workforce-house-company-in-alabama/,,/remote-workforce-house-company-in-alabama/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 4494 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-106,https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,,/remote-workforce-housing-rentals-in-arizona/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 2313 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-107,https://temporary123.com/restroom-trailer-rental/,,/restroom-trailer-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 68; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-108,https://temporary123.com/shop/,,/shop/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 41; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-109,https://temporary123.com/shower-trailer-rental/,,/shower-trailer-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 68; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-110,https://temporary123.com/sleeper-trailer-rental/,,/sleeper-trailer-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 68; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-111,https://temporary123.com/workforce-housing-shelters-in-colorado/,,/workforce-housing-shelters-in-colorado/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 56; 45 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-112,https://www.temporary123.com/catering/,,/catering/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 8; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-113,https://www.temporary123.com/containerized-shower-trailers/,,/containerized-shower-trailers/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 66; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-114,https://www.temporary123.com/emergency-migrant-containerized-living-spaces/,,/emergency-migrant-containerized-living-spaces/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 61; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-115,https://www.temporary123.com/emergency-workforce-housing-in-california/,,/emergency-workforce-housing-in-california/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 56; 88 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-116,https://www.temporary123.com/equipment-rental/breakroom-trailer/,,/equipment-rental/breakroom-trailer/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-117,https://www.temporary123.com/equipment-rental/command-center-trailers/,,/equipment-rental/command-center-trailers/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-118,https://www.temporary123.com/equipment-rental/decontamination-trailers/,,/equipment-rental/decontamination-trailers/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-119,https://www.temporary123.com/equipment-rental/dump-rental/,,/equipment-rental/dump-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-120,https://www.temporary123.com/equipment-rental/generator-trailers/,,/equipment-rental/generator-trailers/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-121,https://www.temporary123.com/equipment-rental/mobile-office-trailers/,,/equipment-rental/mobile-office-trailers/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-122,https://www.temporary123.com/equipment-rental/multi-trailer/,,/equipment-rental/multi-trailer/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-123,https://www.temporary123.com/equipment-rental/port-potties-and-port-johns/,,/equipment-rental/port-potties-and-port-johns/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-124,https://www.temporary123.com/equipment-rental/ramp-rental/,,/equipment-rental/ramp-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-125,https://www.temporary123.com/equipment-rental/restroom-trailers/,,/equipment-rental/restroom-trailers/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-126,https://www.temporary123.com/equipment-rental/shower-trailer/,,/equipment-rental/shower-trailer/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 343 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-127,https://www.temporary123.com/equipment-rental/stair-rental/,,/equipment-rental/stair-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-128,https://www.temporary123.com/equipment-rental/waste-container/,,/equipment-rental/waste-container/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-129,https://www.temporary123.com/equipment-rental/wastewater-and-freshwater-container/,,/equipment-rental/wastewater-and-freshwater-container/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 239 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-130,https://www.temporary123.com/government/correctional-facilities/,,/government/correctional-facilities/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 0; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-131,https://www.temporary123.com/modular-temporary-camp-facilities/,,/modular-temporary-camp-facilities/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 59; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-132,https://www.temporary123.com/modular-temporary-workforce-housing-facilities/,,/modular-temporary-workforce-housing-facilities/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-133,https://www.temporary123.com/remote-basecamp-housing-service-company/,,/remote-basecamp-housing-service-company/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-134,https://www.temporary123.com/remote-containerized-military-berthing-solution/,,/remote-containerized-military-berthing-solution/,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 0; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-135,https://www.temporary123.com/remote-housing-facilities/,,/remote-housing-facilities/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-136,https://www.temporary123.com/remote-temporary-workforce-housing-facilities-rental/,,/remote-temporary-workforce-housing-facilities-rental/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-137,https://www.temporary123.com/remote-workforce-house-company-in-alabama/,,/remote-workforce-house-company-in-alabama/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 23068 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-138,https://www.temporary123.com/remote-workforce-house-company-in-hawaii/,,/remote-workforce-house-company-in-hawaii/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-139,https://www.temporary123.com/remote-workforce-housing-facilities/,,/remote-workforce-housing-facilities/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-140,https://www.temporary123.com/remote-workforce-housing-in-alabama/,,/remote-workforce-housing-in-alabama/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-141,https://www.temporary123.com/remote-workforce-housing-rentals-in-arizona/,,/remote-workforce-housing-rentals-in-arizona/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 23009 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-142,https://www.temporary123.com/remote-workforce-housing-services-in-alaska/,,/remote-workforce-housing-services-in-alaska/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 22988 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-143,https://www.temporary123.com/remote-workforce-housing-services-in-idaho/,,/remote-workforce-housing-services-in-idaho/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-144,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-arkansas/,,/temporary-remote-workforce-housing-services-in-arkansas/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-145,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-illinois/,,/temporary-remote-workforce-housing-services-in-illinois/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-146,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-massachusetts/,,/temporary-remote-workforce-housing-services-in-massachusetts/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-147,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-michigan/,,/temporary-remote-workforce-housing-services-in-michigan/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-148,https://www.temporary123.com/workforce-housing-shelters-in-colorado/,,/workforce-housing-shelters-in-colorado/,Escalate for manual review,,,C,Manual quality review before any migration decision,1 referring domains; Top DR 56; 87 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
URL-149,https://www.temporary123.com/wp-content/uploads/2023/04/2-Food-Service-Design.png,,/wp-content/uploads/2023/04/2-Food-Service-Design.png,Escalate for manual review,,,E,Insufficient content and backlink source evidence,1 referring domains; Top DR 51; 1 links (export snapshot),Not established,Not activated,Business owner + SEO lead,Pending
