Row ID,Original URL,Normalized URL,Host variant,Scheme,Path,Page type,Topic/service,State/city inferred from slug,Export HTTP status,Live HTTP status,Canonical status,Page title,Referring domains,Top DR,UR,Total links,Dofollow,Nofollow,New links,Lost links,Redirect count (export metric),First seen,Last seen,Variant group size,Estimated business importance,Priority,Migration risk,Recommended action,Destination URL,Reason,Review flags,Missing data,Review status
URL-042,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,Service/location candidate,Restroom trailers,New Jersey,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-043,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,Service/location candidate,Restroom trailers,New Mexico,,Not verified,Unknown,,2,10,,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-044,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,Service/location candidate,Restroom trailers,New York,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-045,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,Service/location candidate,Restroom trailers,North Carolina,,Not verified,Unknown,,2,10,,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-046,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,Service/location candidate,Restroom trailers,North Dakota,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-047,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,Service/location candidate,Restroom trailers,Ohio,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-048,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,Service/location candidate,Restroom trailers,Oklahoma,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-049,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,Service/location candidate,Restroom trailers,Oregon,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-050,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,Service/location candidate,Restroom trailers,Pennsylvania,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-051,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,Service/location candidate,Restroom trailers,Rhode Island,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-052,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,Service/location candidate,Restroom trailers,South Carolina,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-053,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,Service/location candidate,Restroom trailers,South Dakota,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-054,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,Service/location candidate,Restroom trailers,Tennessee,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-055,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,Service/location candidate,Restroom trailers,Texas,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-056,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,Service/location candidate,Restroom trailers,Utah,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-057,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,Service/location candidate,Restroom trailers,Vermont,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-058,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,Service/location candidate,Restroom trailers,Virginia,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-059,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,Service/location candidate,Restroom trailers,Washington,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-060,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,Service/location candidate,Restroom trailers,West Virginia,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-061,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,Service/location candidate,Restroom trailers,Winconsin,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-062,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,Service/location candidate,Restroom trailers,Wyoming,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-063,https://www.temporary123.com/equipment-rental/shower-trailer/portable-shower-trailers-in-new-jersey-usa/,https://temporary123.com/equipment-rental/shower-trailer/portable-shower-trailers-in-new-jersey-usa/,www.temporary123.com,https,/equipment-rental/shower-trailer/portable-shower-trailers-in-new-jersey-usa/,Service/location candidate,Other,New Jersey Usa,,Not verified,Unknown,,2,68,,2,1,1,0,0,0,2025-12-25 01:59:14,2026-07-10 22:36:17,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-064,https://www.temporary123.com/equipment-rental/sleeper-trailers/,https://temporary123.com/equipment-rental/sleeper-trailers/,www.temporary123.com,https,/equipment-rental/sleeper-trailers/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,2,59,,344,344,0,0,0,0,2023-09-05 05:40:09,2026-07-01 20:24:51,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-065,https://temporary123.com/containerized-shower-trailers/,https://temporary123.com/containerized-shower-trailers/,temporary123.com,https,/containerized-shower-trailers/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Containerized Shower Trailers – Temporary 123,1,66,0,1,1,0,1,0,0,2026-08-19 06:54:30,2026-08-19 06:54:30,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-066,https://temporary123.com/emergency-migrant-containerized-living-spaces/,https://temporary123.com/emergency-migrant-containerized-living-spaces/,temporary123.com,https,/emergency-migrant-containerized-living-spaces/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Emergency migrant containerized living Spaces: Single Occupancy Room Rentals – Temporary 123,1,61,0,1,1,0,1,0,0,2026-08-20 14:41:38,2026-09-03 14:42:54,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-067,https://temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,temporary123.com,https,/equipment-rental/breakroom-trailer/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Breakroom Trailer – Temporary 123,1,56,4.4,178,178,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-068,https://temporary123.com/equipment-rental/command-center-trailers/,https://temporary123.com/equipment-rental/command-center-trailers/,temporary123.com,https,/equipment-rental/command-center-trailers/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,COMMAND CENTER TRAILERS – Temporary 123,1,56,4.4,178,178,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-069,https://temporary123.com/equipment-rental/decontamination-trailers/,https://temporary123.com/equipment-rental/decontamination-trailers/,temporary123.com,https,/equipment-rental/decontamination-trailers/,Service/location candidate,Other,Unknown,403,Not verified,Unknown,,1,56,4.4,190,190,0,0,0,0,2026-04-10 07:28:29,2026-04-17 15:33:23,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-070,https://temporary123.com/equipment-rental/dump-rental/,https://temporary123.com/equipment-rental/dump-rental/,temporary123.com,https,/equipment-rental/dump-rental/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,DUMP RENTAL – Temporary 123,1,56,0,105,105,0,0,0,0,2026-04-10 06:09:17,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-071,https://temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,temporary123.com,https,/equipment-rental/generator-trailers/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Generator Trailers Rental in USA – Temporary 123,1,56,0,107,107,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-072,https://temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,temporary123.com,https,/equipment-rental/mobile-office-trailers/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Mobile Office Trailers – Temporary 123,1,56,4.4,177,177,0,0,0,0,2026-04-10 06:09:17,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-073,https://temporary123.com/equipment-rental/multi-trailer/,https://temporary123.com/equipment-rental/multi-trailer/,temporary123.com,https,/equipment-rental/multi-trailer/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,MULTI-TRAILER – Temporary 123,1,56,4.4,178,178,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-074,https://temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/port-potties-and-port-johns/,temporary123.com,https,/equipment-rental/port-potties-and-port-johns/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Port Potties and Port Johns – Temporary 123,1,56,0,107,107,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-075,https://temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rental/,temporary123.com,https,/equipment-rental/ramp-rental/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,RAMP RENTAL – Temporary 123,1,56,4.4,111,111,0,0,0,0,2026-04-10 07:28:29,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-076,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,temporary123.com,https,/equipment-rental/restroom-trailers/,Service/location candidate,Restroom trailers,Unknown,200,Not verified,Unknown,Restroom Trailers Rental in USA – Temporary 123,1,56,4.4,178,178,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-077,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,Service/location candidate,Restroom trailers,Alberta Ca,200,Not verified,Unknown,"Portable Restroom Trailers in Alberta, CA – Temporary 123",1,10,0,2,2,0,0,2,0,2026-04-14 12:31:58,2026-04-14 12:41:16,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-078,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,Service/location candidate,Restroom trailers,Arkansas,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-079,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,Service/location candidate,Restroom trailers,Delaware,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-080,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,Service/location candidate,Restroom trailers,District Of Columbia,,Not verified,Unknown,,1,10,,1,1,0,0,1,0,2026-04-14 12:41:16,2026-04-14 12:41:16,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-081,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,Service/location candidate,Restroom trailers,Indiana,,Not verified,Unknown,,1,10,,4,4,0,0,4,0,2026-04-14 12:55:58,2026-04-15 04:57:55,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
