Row ID,Original URL,Normalized URL,Host variant,Scheme,Path,Page type,Topic/service,State/city inferred from slug,Export HTTP status,Live HTTP status,Canonical status,Page title,Referring domains,Top DR,UR,Total links,Dofollow,Nofollow,New links,Lost links,Redirect count (export metric),First seen,Last seen,Variant group size,Estimated business importance,Priority,Migration risk,Recommended action,Destination URL,Reason,Review flags,Missing data,Review status
URL-123,https://www.temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/port-potties-and-port-johns/,www.temporary123.com,https,/equipment-rental/port-potties-and-port-johns/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-124,https://www.temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rental/,www.temporary123.com,https,/equipment-rental/ramp-rental/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-125,https://www.temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,www.temporary123.com,https,/equipment-rental/restroom-trailers/,Service/location candidate,Restroom trailers,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-126,https://www.temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,www.temporary123.com,https,/equipment-rental/shower-trailer/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-127,https://www.temporary123.com/equipment-rental/stair-rental/,https://temporary123.com/equipment-rental/stair-rental/,www.temporary123.com,https,/equipment-rental/stair-rental/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-128,https://www.temporary123.com/equipment-rental/waste-container/,https://temporary123.com/equipment-rental/waste-container/,www.temporary123.com,https,/equipment-rental/waste-container/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-129,https://www.temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,www.temporary123.com,https,/equipment-rental/wastewater-and-freshwater-container/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-131,https://www.temporary123.com/modular-temporary-camp-facilities/,https://temporary123.com/modular-temporary-camp-facilities/,www.temporary123.com,https,/modular-temporary-camp-facilities/,Service/location candidate,Other,Unknown,403,Not verified,Unknown,,1,59,4.4,1,1,0,0,0,0,2025-10-07 21:55:40,2026-07-01 20:24:51,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-132,https://www.temporary123.com/modular-temporary-workforce-housing-facilities/,https://temporary123.com/modular-temporary-workforce-housing-facilities/,www.temporary123.com,https,/modular-temporary-workforce-housing-facilities/,Service/location candidate,Workforce housing,Unknown,403,Not verified,Unknown,,1,56,4.4,1,1,0,0,0,0,2023-06-26 13:43:48,2026-04-17 10:07:26,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-133,https://www.temporary123.com/remote-basecamp-housing-service-company/,https://temporary123.com/remote-basecamp-housing-service-company/,www.temporary123.com,https,/remote-basecamp-housing-service-company/,Service/location candidate,Workforce housing,Unknown,403,Not verified,Unknown,,1,56,0,1,1,0,0,0,0,2023-06-26 13:43:48,2026-04-17 10:07:26,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-135,https://www.temporary123.com/remote-housing-facilities/,https://temporary123.com/remote-housing-facilities/,www.temporary123.com,https,/remote-housing-facilities/,Service/location candidate,Workforce housing,Unknown,403,Not verified,Unknown,,1,56,0,1,1,0,0,0,0,2023-06-26 13:43:48,2026-04-17 10:07:26,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-136,https://www.temporary123.com/remote-temporary-workforce-housing-facilities-rental/,https://temporary123.com/remote-temporary-workforce-housing-facilities-rental/,www.temporary123.com,https,/remote-temporary-workforce-housing-facilities-rental/,Service/location candidate,Workforce housing,Unknown,403,Not verified,Unknown,,1,56,0,1,1,0,0,0,0,2023-06-26 13:43:48,2026-04-17 10:07:26,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-137,https://www.temporary123.com/remote-workforce-house-company-in-alabama/,https://temporary123.com/remote-workforce-house-company-in-alabama/,www.temporary123.com,https,/remote-workforce-house-company-in-alabama/,Service/location candidate,Workforce housing,Alabama,301,Not verified,Unknown,,1,56,5,23068,23091,0,0,1991,0,2023-06-28 23:36:32,2026-04-17 16:38:40,2,Unverified,C,High,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Possible sitewide pattern; source review required; Link totals do not reconcile,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-138,https://www.temporary123.com/remote-workforce-house-company-in-hawaii/,https://temporary123.com/remote-workforce-house-company-in-hawaii/,www.temporary123.com,https,/remote-workforce-house-company-in-hawaii/,Service/location candidate,Workforce housing,Hawaii,403,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-139,https://www.temporary123.com/remote-workforce-housing-facilities/,https://temporary123.com/remote-workforce-housing-facilities/,www.temporary123.com,https,/remote-workforce-housing-facilities/,Service/location candidate,Workforce housing,Unknown,403,Not verified,Unknown,,1,56,4.4,1,1,0,0,0,0,2023-06-26 13:43:48,2026-04-17 10:07:26,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-140,https://www.temporary123.com/remote-workforce-housing-in-alabama/,https://temporary123.com/remote-workforce-housing-in-alabama/,www.temporary123.com,https,/remote-workforce-housing-in-alabama/,Service/location candidate,Workforce housing,Alabama,403,Not verified,Unknown,,1,56,4.7,1,1,0,0,0,0,2023-08-18 00:33:42,2026-04-09 01:26:32,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-141,https://www.temporary123.com/remote-workforce-housing-rentals-in-arizona/,https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,www.temporary123.com,https,/remote-workforce-housing-rentals-in-arizona/,Service/location candidate,Workforce housing,Arizona,301,Not verified,Unknown,,1,56,5,23009,23091,0,0,1991,0,2023-06-28 23:36:32,2026-04-17 16:38:40,2,Unverified,C,High,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Possible sitewide pattern; source review required; Link totals do not reconcile,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-142,https://www.temporary123.com/remote-workforce-housing-services-in-alaska/,https://temporary123.com/remote-workforce-housing-services-in-alaska/,www.temporary123.com,https,/remote-workforce-housing-services-in-alaska/,Service/location candidate,Workforce housing,Alaska,403,Not verified,Unknown,,1,56,5,22988,23091,0,0,1991,0,2023-06-28 23:36:32,2026-04-17 16:38:40,1,Unverified,C,High,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Possible sitewide pattern; source review required; Link totals do not reconcile; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-143,https://www.temporary123.com/remote-workforce-housing-services-in-idaho/,https://temporary123.com/remote-workforce-housing-services-in-idaho/,www.temporary123.com,https,/remote-workforce-housing-services-in-idaho/,Service/location candidate,Workforce housing,Idaho,403,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-144,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-arkansas/,https://temporary123.com/temporary-remote-workforce-housing-services-in-arkansas/,www.temporary123.com,https,/temporary-remote-workforce-housing-services-in-arkansas/,Service/location candidate,Workforce housing,Arkansas,403,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-145,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-illinois/,https://temporary123.com/temporary-remote-workforce-housing-services-in-illinois/,www.temporary123.com,https,/temporary-remote-workforce-housing-services-in-illinois/,Service/location candidate,Workforce housing,Illinois,403,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-146,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-massachusetts/,https://temporary123.com/temporary-remote-workforce-housing-services-in-massachusetts/,www.temporary123.com,https,/temporary-remote-workforce-housing-services-in-massachusetts/,Service/location candidate,Workforce housing,Massachusetts,,Not verified,Unknown,,1,56,,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-147,https://www.temporary123.com/temporary-remote-workforce-housing-services-in-michigan/,https://temporary123.com/temporary-remote-workforce-housing-services-in-michigan/,www.temporary123.com,https,/temporary-remote-workforce-housing-services-in-michigan/,Service/location candidate,Workforce housing,Michigan,403,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-148,https://www.temporary123.com/workforce-housing-shelters-in-colorado/,https://temporary123.com/workforce-housing-shelters-in-colorado/,www.temporary123.com,https,/workforce-housing-shelters-in-colorado/,Service/location candidate,Workforce housing,Colorado,301,Not verified,Unknown,,1,56,4.8,87,87,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-149,https://www.temporary123.com/wp-content/uploads/2023/04/2-Food-Service-Design.png,https://temporary123.com/wp-content/uploads/2023/04/2-Food-Service-Design.png,www.temporary123.com,https,/wp-content/uploads/2023/04/2-Food-Service-Design.png,Asset,Other,Unknown,,Not verified,Unknown,,1,51,,1,1,0,0,0,0,2026-06-05 21:36:10,2026-09-08 06:18:37,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved; Asset rights and exact replacement unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
